Domain	Site Rank	Year online	Name	MBFC Fact	MBFC Bias	MBFC cred	Media Bias/Fact Check	Wiki Fake	Wiki RSP	Wiki DEPS	Wikipedia	Quality	MisinfoMe	Lang	URL	Score
westernndnews.com	30000000		Western ND News	M	FN	L	https://mediabiasfactcheck.com/western-nd-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://westernndnews.com/	0.2
westernwaynetoday.com	30000000	2019	Western Wayne Today	M	FN	L	https://mediabiasfactcheck.com/western-wayne-today-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-0.952	en	https://westernwaynetoday.com/	0.2
westessexnews.com	30000000	2019	West Essex News	M	FN	L	https://mediabiasfactcheck.com/west-essex-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://westessexnews.com/	0.2
westflnews.com	30000000	2019	West Florida News	M	FN	L	https://mediabiasfactcheck.com/west-florida-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.357	en	https://westflnews.com/	0.2
westhamiltonnews.com	30000000	2019	West Hamilton News	M	FN	L	https://mediabiasfactcheck.com/west-hamilton-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4		en	https://westhamiltonnews.com/	0.2
westhillsboroughnews.com	30000000	2019	West HIllsborough News	M	FN	L	https://mediabiasfactcheck.com/west-hillsborough-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://westhillsboroughnews.com/	0.2
westhudvalleynews.com	30000000	2019	West Hudson Valley News	M	FN	L	https://mediabiasfactcheck.com/west-hudson-valley-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-0.952	en	https://westhudvalleynews.com/	0.2
westindynews.com	30000000	2019	West Indy News	M	FN	L	https://mediabiasfactcheck.com/west-indy-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.357	en	https://westindynews.com/	0.2
westlakenormannews.com	30000000		West Lake Norman News	M	FN	L	https://mediabiasfactcheck.com/west-lake-norman-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://westlakenormannews.com/	0.2
westlatimes.com	30000000	2019	West LA Times	M	FN	L	https://mediabiasfactcheck.com/west-la-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://westlatimes.com/	0.2
westlucasnews.com	30000000	2019	West Lucas News	M	FN	L	https://mediabiasfactcheck.com/west-lucas-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5		en	https://westlucasnews.com/	0.2
westmassnews.com	30000000	2019	West Massachusetts News	M	FN	L	https://mediabiasfactcheck.com/west-massachusetts-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-0.952	en	https://westmassnews.com/	0.2
westnynews.com	30000000	2019	West NY News	M	FN	L	https://mediabiasfactcheck.com/west-ny-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://westnynews.com/	0.2
westoctimes.com	30000000	2019	West OC Times	M	FN	L	https://mediabiasfactcheck.com/west-oc-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3		en	https://westoctimes.com/	0.2
westpennyroyalnews.com	30000000	2019	West Pennyroyal News	M	FN	L	https://mediabiasfactcheck.com/west-pennyroyal-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://westpennyroyalnews.com/	0.2
westsbvtimes.com	30000000	2019	West SBV Times	M	FN	L	https://mediabiasfactcheck.com/west-sbv-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://westsbvtimes.com/	0.2
westsfvtoday.com	30000000	2019	West SFV Today	M	FN	L	https://mediabiasfactcheck.com/west-sfv-today/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.357	en	https://westsfvtoday.com/	0.2
westsgvnews.com	30000000	2019	West SGV News	M	FN	L	https://mediabiasfactcheck.com/west-sgv-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.357	en	https://westsgvnews.com/	0.2
weststarknews.com	30000000		West Stark News	M	FN	L	https://mediabiasfactcheck.com/west-stark-news-bias/				https://en.wikipedia.org/wiki/Brian_Timpone			en	https://weststarknews.com/	0.2
westventuranews.com	30000000	2019	West Ventura News	M	FN	L	https://mediabiasfactcheck.com/west-ventura-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://westventuranews.com/	0.2
westvolusianews.com	30000000	2019	West Volusia News	M	FN	L	https://mediabiasfactcheck.com/west-volusia-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://westvolusianews.com/	0.2
westwakenews.com	30000000		West Wake News	M	FN	L	https://mediabiasfactcheck.com/west-wake-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://westwakenews.com/	0.2
wicatholictribune.com	30000000	2020	Catholic Tribune - Wisconsin	M	FN	L	https://mediabiasfactcheck.com/catholic-tribune-wisconsin-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-1	en	https://wicatholictribune.com/	0.2
wichitastandard.com	30000000	2019	Wichita Standard	M	FN	L	https://mediabiasfactcheck.com/wichita-standard-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4		en	https://wichitastandard.com/	0.2
winecountrytimes.com	30000000	2012	Wine Country Times	M	FN	L	https://mediabiasfactcheck.com/wine-country-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://winecountrytimes.com/	0.2
winstonsalemtimes.com	30000000		Winston Salem Times	M	FN	L	https://mediabiasfactcheck.com/winston-salem-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-0.952	en	https://winstonsalemtimes.com/	0.2
wiregrasstimes.com	30000000	2019	Wiregrass Times	M	FN	L	https://mediabiasfactcheck.com/wiregrass-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.357	en	https://wiregrasstimes.com/	0.2
wisconsinlaketimes.com	30000000	2022	Wisconsin Lake Times	M	FN	L	https://mediabiasfactcheck.com/wisconsin-lake-times-bias/	1			https://en.wikipedia.org/wiki/The_American_Independent			en	https://www.wisconsinlaketimes.com/	0.2
worldnewspolitics.com	30000000	2019	World News Politics	L	FN	L	https://mediabiasfactcheck.com/world-news-politics/					0.1	-0.543	en	https://worldnewspolitics.com/	0.1
worldofbuzz.com	30000000		World of Buzz	M	FN	L	https://mediabiasfactcheck.com/world-of-buzz-bias/							en	https://worldofbuzz.com/	0.2
worldpoliticus.com	30000000	2016	World Politicus	L	FN	L	https://mediabiasfactcheck.com/world-politicus/	1				0.2	-0.93	id	https://www.worldpoliticus.com/	0.1
www1.cbn.com	30000000	1995	Christian Broadcasting Network	M	CP	L	https://mediabiasfactcheck.com/christian-broadcasting-network-cbn/				https://en.wikipedia.org/wiki/Christian_Broadcasting_Network	0.2	0.23	en	https://www1.cbn.com/	0.2
wyandottetimes.com	30000000	2019	Wyandotte Times	M	FN	L	https://mediabiasfactcheck.com/wyandotte-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://wyandottetimes.com/	0.2
yadkinvalleynews.com	30000000		Yadkin Valley News	M	FN	L	https://mediabiasfactcheck.com/yadkin-valley-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.956	en	https://yadkinvalleynews.com/	0.2
yavapainews.com	30000000	2019	Yavapai News	M	FN	L	https://mediabiasfactcheck.com/yavapai-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://yavapainews.com/	0.2
yellowhammertimes.com	30000000	2019	Yellowhammer Times	M	FN	L	https://mediabiasfactcheck.com/yellowhammer-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://yellowhammertimes.com/	0.2
yellowstonetimes.com	30000000	2019	Yellowstone Times	M	FN	L	https://mediabiasfactcheck.com/yellowstone-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-0.952	en	https://yellowstonetimes.com/	0.2
yubasuttertimes.com	30000000	2019	Yuba-Sutter Times	M	FN	L	https://mediabiasfactcheck.com/yuba-sutter-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://yubasuttertimes.com/	0.2
yumastandard.com	30000000		Yuma Standard	M	FN	L	https://mediabiasfactcheck.com/yuma-standard-bias/	1			https://en.wikipedia.org/wiki/The_American_Independent			en	https://yumastandard.com/	0.2
zacatecaspost.com	30000000	2020	Zacatecas Post	M	FN	L	https://mediabiasfactcheck.com/zacatecas-post-bias/							en	https://zacatecaspost.com/	0.2
zenith.news	30000000		Zenith News	L	FN	L	https://mediabiasfactcheck.com/zenith-news/					0.2	0	en	https://zenith.news/	0.1
theminnesotasun.com	21145963	2018	The Minnesota Sun	M	FN	L	https://mediabiasfactcheck.com/minnesota-sun/	1			https://en.wikipedia.org/wiki/The_Tennessee_Star	0.5	-0.364	en	https://theminnesotasun.com/	0.2
ecnorthcarolinanews.com	21061070	2019	EC North Carolina News	M	FN	L	https://mediabiasfactcheck.com/ec-north-carolina-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1.0	en	https://ecnorthcarolinanews.com/	0.2
theguadalajarapost.com	21034567	2020	Guadalajara Post	M	FN	L	https://mediabiasfactcheck.com/guadalajara-post-bias/							en	https://theguadalajarapost.com/	0.2
knowledgeoftoday.org	20969678	2011	Knowledge of Today	L	CP	L	https://mediabiasfactcheck.com/knowledge-of-today/					0.2	-0.468	en	https://www.knowledgeoftoday.org/	0.1
occupyyourself.org	20915405	2011	Occupy Yourself	M	CP	L	https://mediabiasfactcheck.com/occupy-yourself/					0.3		en	https://occupyyourself.org/	0.2
cancer.news	20865153		Cancer.news	VL	CP	L	https://mediabiasfactcheck.com/cancer-news/				https://en.wikipedia.org/wiki/Natural_News	0.1	0	en	https://cancer.news/	0.0
dailysurge.com	20862688	2006	Daily Surge	L	FN	L	https://mediabiasfactcheck.com/daily-surge/	1				0.2	-1	en	https://dailysurge.com/	0.1
biggovernment.news	20858729		Big Government News	VL	CP	L	https://mediabiasfactcheck.com/big-government-news/				https://en.wikipedia.org/wiki/Natural_News	0.1	0.0	en	https://biggovernment.news/	0.0
sanevax.org	20818802	2010	SaneVax	L	CP	L	https://mediabiasfactcheck.com/sanevax/					0.3	-0.32	en	https://sanevax.org/	0.1
govtslaves.com	20790216	2008	Government Slaves	L	CP	L	https://mediabiasfactcheck.com/government-slaves/					0.1	0.0	en	https://govtslaves.com/	0.1
getholistichealth.com	20689087	2003	Get Holistic Health	L	CP	L	https://mediabiasfactcheck.com/get-holistic-health/					0.2	-0.9	en	https://www.getholistichealth.com/	0.1
extraordinaryinfo.com	20677406	2019	Extraordinary News	M	CP	L	https://mediabiasfactcheck.com/extraordinary-news/	1			https://en.wikipedia.org/wiki/Extraordinary_You	0.3	0.0	en	https://extraordinaryinfo.com/	0.2
gulagbound.com	20587440	2010	Gulag Bound	L	CP	L	https://mediabiasfactcheck.com/gulag-bound/					0.2	-0.3	en	https://gulagbound.com/	0.1
allianceforadvancedhealth.com	20571175	2016	Alliance for Advanced Health	M	CP	L	https://mediabiasfactcheck.com/alliance-advanced-health/					0.1	0.0	en	https://allianceforadvancedhealth.com/	0.2
theyucatanpost.com	20480287	2018	Yucatan Post	M	FN	L	https://mediabiasfactcheck.com/yucatan-post-bias/							en	https://theyucatanpost.com/	0.2
atlstandard.com	20378364	2019	ATL Standard	M	FN	L	https://mediabiasfactcheck.com/atl-standard/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://atlstandard.com/	0.2
rightwingtribune.com	20175376	2015	Right Wing Tribune	L	FN	L	https://mediabiasfactcheck.com/right-wing-tribune/	1				0.3	-1	en	https://rightwingtribune.com/	0.1
syriana-analysis.com	19936120	2017	Syriana Analysis	M	FN	L	https://mediabiasfactcheck.com/syriana-analysis/					0.5	0	en	https://www.syriana-analysis.com/	0.2
washingtonsources.org	19135875	2020	Washington Sources	M	FN	L	https://mediabiasfactcheck.com/washington-sources/					0.6	0	en	https://washingtonsources.org/	0.2
wisconsindailystar.com	18887834	2021	Wisconsin Daily Star	M	FN	L	https://mediabiasfactcheck.com/wisconsin-daily-star-bias/	1			https://en.wikipedia.org/wiki/The_Tennessee_Star			en	https://wisconsindailystar.com/	0.2
livingwhole.org	18877415	2014	Living Whole	M	CP	L	https://mediabiasfactcheck.com/living-whole/					0.2	-0.042	en	https://livingwhole.org/	0.2
baltimorecitywire.com	18702954	2018	Baltimore City Wire	M	FN	L	https://mediabiasfactcheck.com/baltimore-city-wire-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1.0	en	https://baltimorecitywire.com/	0.2
distributednews.com	18581333	2003	Citizen News	VL	CP	L	https://mediabiasfactcheck.com/distributed-news/					0.1	-1	en	https://distributednews.com/	0.0
cloverchronicle.com	18362284	2018	Clover Chronicle	L	FN	L	https://mediabiasfactcheck.com/clover-chronicle-bias-credibility-fake-news/					0.2	0	en	https://cloverchronicle.com/	0.1
usareally.com	18359269	2018	USA Really	VL	FN	L	https://mediabiasfactcheck.com/usa-really/					0.1	0	en	https://usareally.com/	0.0
anonymouswire.com	18340528	2022	Anonymous Wire	L	FN	L	https://mediabiasfactcheck.com/anonymous-wire-bias/							en	https://anonymouswire.com/	0.1
centraloctimes.com	18327043	2019	Central OC Times	M	FN	L	https://mediabiasfactcheck.com/central-oc-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://centraloctimes.com/	0.2
overpassesforamerica.com	18071431	2013	Overpasses for America	M	FN	L	https://mediabiasfactcheck.com/overpasses-for-america/					0.3	0	en	https://www.overpassesforamerica.com/	0.2
americanpolicy.org	17764146	1997	American Policy Center	L	CP	L	https://mediabiasfactcheck.com/american-policy-center/					0.3	0.2	en	https://americanpolicy.org/	0.1
theproudliberal.org	17544321	2016	The Proud Liberal	M	FN	L	https://mediabiasfactcheck.com/the-proud-liberal/					0.3	0	en	http://theproudliberal.org/	0.2
sangamonsun.com	17517486	2016	Sangamon Sun	M	FN	L	https://mediabiasfactcheck.com/sangamon-sun-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.364	en	https://sangamonsun.com/	0.2
conservativepost.com	17360862	2013	Conservative Post	L	FN	L	https://mediabiasfactcheck.com/conservative-post/	1				0.2	-0.761	en	https://conservativepost.com/	0.1
realnews24.com	17344997	2011	Real News 24	L	CP	L	https://mediabiasfactcheck.com/real-news-24/					0.3	0.22	en	http://www.realnews24.com/	0.1
louisvillecitywire.com	17324212	2019	Louisville City Wire	M	FN	L	https://mediabiasfactcheck.com/louisville-city-wire-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://louisvillecitywire.com/	0.2
joebiden.news	17192660	2017	Joe Biden News	VL	CP	L	https://mediabiasfactcheck.com/joebiden-news/					0.2	0	en	https://joebiden.news/	0.0
pennsylvaniaindependent.com	17190390	2017	Pennsylvania Independent	M	FN	L	https://mediabiasfactcheck.com/pennsylvania-independent-bias/	1			https://en.wikipedia.org/wiki/The_American_Independent			en	https://pennsylvaniaindependent.com/	0.2
corona-transition.org	16717139	2020	Corona Transition	L	FN	L	https://mediabiasfactcheck.com/corona-transition/					0.2	0.383	de	https://corona-transition.org/	0.1
battlecreektimes.com	16576668	2019	Battle Creek Times	M	FN	L	https://mediabiasfactcheck.com/battle-creek-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://battlecreektimes.com/	0.2
mtbusinessdaily.com	16573791	2018	Montana Business Daily	M	FN	L	https://mediabiasfactcheck.com/montana-business-daily-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1	en	https://mtbusinessdaily.com/	0.2
northnewcastlenews.com	16554312	2019	North New Castle News	M	FN	L	https://mediabiasfactcheck.com/north-new-castle-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://northnewcastlenews.com/	0.2
beantowntimes.com	16542340	2019	Bean Town Times	M	FN	L	https://mediabiasfactcheck.com/bean-town-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://beantowntimes.com/	0.2
wciowanews.com	16541042	2019	WC Iowa News	M	FN	L	https://mediabiasfactcheck.com/wc-iowa-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://wciowanews.com/	0.2
monroenynews.com	16531084	2019	Monroe NY News	M	FN	L	https://mediabiasfactcheck.com/monroe-ny-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://monroenynews.com/	0.2
americancatholictribune.com	16482033	2019	American Catholic Tribine	M	FN	L	https://mediabiasfactcheck.com/american-catholic-tribune-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-1.0	en	https://americancatholictribune.com/	0.2
capecodledger.com	16481608	2019	Cape Cod Ledger	M	FN	L	https://mediabiasfactcheck.com/cape-cod-ledger-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1	en	https://capecodledger.com/	0.2
bigislandtimes.com	16386666	2019	Big Island Times	M	FN	L	https://mediabiasfactcheck.com/big-island-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://bigislandtimes.com/	0.2
californiacollapse.news	16263626		CaliforniaCollapse.News	VL	CP	L	https://mediabiasfactcheck.com/californiacollapse-news-bias/				https://en.wikipedia.org/wiki/Natural_News	0.4		en	https://californiacollapse.news/	0.0
ecology.news	16253449	2015	Ecology News	VL	CP	L	https://mediabiasfactcheck.com/ecology-news/				https://en.wikipedia.org/wiki/Natural_News	0.1	0.0	en	https://ecology.news/	0.0
kalamazootimes.com	16241617	2019	Kalamazoo Times	M	FN	L	https://mediabiasfactcheck.com/kalamazoo-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://kalamazootimes.com/	0.2
lindelltv.com	16240478	2019	Lindell TV	VL	FN	L	https://mediabiasfactcheck.com/lindell-tv/				https://en.wikipedia.org/wiki/Mike_Lindell	0.2	-1	en	https://lindelltv.com/	0.0
eastalamedanews.com	16237495	2019	East Alameda News	M	FN	L	https://mediabiasfactcheck.com/east-alameda-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://eastalamedanews.com/	0.2
debunkingskeptics.com	16185552	2009	Debunking Skeptics	L	CP	L	https://mediabiasfactcheck.com/scepcop-debunking-skeptics/					0.3	-0.608	en	https://www.debunkingskeptics.com/	0.1
abqtimes.com	16148399	2019	ABQ Times	M	FN	L	https://mediabiasfactcheck.com/abq-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1.0	en	https://abqtimes.com/	0.2
americandigitalnews.com	16119999	2017	American Digital News	M	CP	L	https://mediabiasfactcheck.com/american-digital-news/					0.1	0.0	en	https://americandigitalnews.com/	0.2
iowacitytoday.com	16112630	2019	Iowa City Today	M	FN	L	https://mediabiasfactcheck.com/iowa-city-today-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://iowacitytoday.com/	0.2
findlaytimes.com	16066099		Findlay Times	M	FN	L	https://mediabiasfactcheck.com/findlay-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://findlaytimes.com/	0.2
freedomdaily.com	16038355	2013	Freedom Daily	L	FN	L	https://mediabiasfactcheck.com/freedom-daily/	1				0.2	-1.0	en	https://www.freedomdaily.com/	0.1
nwbergennews.com	16012528	2019	NW Bergen News	M	FN	L	https://mediabiasfactcheck.com/nw-bergen-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1.0	en	https://nwbergennews.com/	0.2
southfultontoday.com	16009389	2019	South Fulton Today	M	FN	L	https://mediabiasfactcheck.com/south-fulton-today/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.357	en	https://southfultontoday.com/	0.2
themexicocitypost.com	15973542	2019	Mexico City Post	M	FN	L	https://mediabiasfactcheck.com/mexico-city-post-bias/							en	https://themexicocitypost.com/	0.2
eastmichigannews.com	15957591	2019	East Michigan News	M	FN	L	https://mediabiasfactcheck.com/east-michigan-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1.0	en	https://eastmichigannews.com/	0.2
stcharlestimes.com	15951452	2019	St. Charles Times	M	FN	L	https://mediabiasfactcheck.com/st-charles-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://stcharlestimes.com/	0.2
naturalstatenews.com	15931620	2019	Natural State News	M	FN	L	https://mediabiasfactcheck.com/natural-state-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://naturalstatenews.com/	0.2
kankakeetimes.com	15908862	2015	Kankakee Times	M	FN	L	https://mediabiasfactcheck.com/kankakee-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-0.359	en	https://kankakeetimes.com/	0.2
hangthebankers.com	15884125	2012	Hang The Bankers	L	FN	L	https://mediabiasfactcheck.com/hang-the-bankers/					0.2	-0.8	en	https://hangthebankers.com/	0.1
consumerwellness.org	15828595	2004	Consumer Wellness Center	VL	CP	L	https://mediabiasfactcheck.com/consumer-wellness-center/					0.1	0.28	en	https://consumerwellness.org/	0.0
micapitolnews.com	15798585	2019	Capitol News	M	FN	L	https://mediabiasfactcheck.com/capitol-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://micapitolnews.com/	0.2
northjeffconews.com	15777010	2019	North Jefferson County News	M	FN	L	https://mediabiasfactcheck.com/north-jefferson-country-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://northjeffconews.com/	0.2
northhennepinnews.com	15642496	2019	North Hennepin News	M	FN	L	https://mediabiasfactcheck.com/north-hennepin-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1.0	en	https://northhennepinnews.com/	0.2
montereytimes.com	15613132	2018	Monterey Times	M	FN	L	https://mediabiasfactcheck.com/monterey-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://montereytimes.com/	0.2
eastcentralreporter.com	15538135	2016	East Central Reporter	M	FN	L	https://mediabiasfactcheck.com/east-central-reporter/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-0.359	en	https://eastcentralreporter.com/	0.2
marionmorrowtimes.com	15511532		Marion-Morrow Times	M	FN	L	https://mediabiasfactcheck.com/marion-morrow-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://marionmorrowtimes.com/	0.2
nefranklinnews.com	15480126		NE Franklin News	M	FN	L	https://mediabiasfactcheck.com/ne-franklin-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-0.952	en	https://nefranklinnews.com/	0.2
fda.news	15463870		FDA.News	VL	CP	L	https://mediabiasfactcheck.com/fda-news-bias/				https://en.wikipedia.org/wiki/Natural_News	0.2		en	https://fda.news/	0.0
northguilfordnews.com	15456707	2019	North Guilford News	M	FN	L	https://mediabiasfactcheck.com/north-guilford-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1.0	en	https://northguilfordnews.com/	0.2
nwohiotimes.com	15449859		NW Ohio Times	M	FN	L	https://mediabiasfactcheck.com/nw-ohio-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://nwohiotimes.com/	0.2
northtrianglenews.com	15448743	2019	North Triangle News	M	FN	L	https://mediabiasfactcheck.com/north-triangle-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://northtrianglenews.com/	0.2
hendersontimes.org	15444865	2022	Henderson Times	M	FN	L	https://mediabiasfactcheck.com/henderson-times-bias/	1			https://en.wikipedia.org/wiki/The_American_Independent			en	https://hendersontimes.org/	0.2
otptribune.com	15432873	2022	OTP Tribune	M	FN	L	https://mediabiasfactcheck.com/otp-tribune-bias/	1			https://en.wikipedia.org/wiki/The_American_Independent			en	https://otptribune.com/	0.2
neohiotimes.com	15422724		NE Ohio Times	M	FN	L	https://mediabiasfactcheck.com/ne-ohio-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://neohiotimes.com/	0.2
northdaytonnews.com	15420479		North Dayton News	M	FN	L	https://mediabiasfactcheck.com/north-dayton-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-0.952	en	https://northdaytonnews.com/	0.2
northsummitnews.com	15417990		North Summit News	M	FN	L	https://mediabiasfactcheck.com/north-summit-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://northsummitnews.com/	0.2
northramseynews.com	15410088	2019	North Ramsey News	M	FN	L	https://mediabiasfactcheck.com/north-ramsey-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1.0	en	https://northramseynews.com/	0.2
thesonorapost.com	15400785	2020	Sonora Post	M	FN	L	https://mediabiasfactcheck.com/sonora-post-bias/							en	https://thesonorapost.com/	0.2
micatholictribune.com	15396648	2020	Michigan Catholic Tribune	M	FN	L	https://mediabiasfactcheck.com/michigan-catholic-tribune-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-1	en	https://micatholictribune.com/	0.2
northcolumbusnews.com	15377118		North Columbus News	M	FN	L	https://mediabiasfactcheck.com/north-columbus-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://northcolumbusnews.com/	0.2
tamaulipaspost.com	15371409	2020	Tamaulipas Post	M	FN	L	https://mediabiasfactcheck.com/tamaulipas-post-bias/							en	https://tamaulipaspost.com/	0.2
northraleightoday.com	15370815	2019	North Raleigh Today	M	FN	L	https://mediabiasfactcheck.com/north-raleigh-today-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1.0	en	https://northraleightoday.com/	0.2
northiredellnews.com	15357833	2019	North Iredell News	MF	FN	L	https://mediabiasfactcheck.com/north-iredell-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.8	-1.0	en	https://northiredellnews.com/	0.3
pinehursttoday.com	15355403	2019	Pinehurst Today	M	FN	L	https://mediabiasfactcheck.com/pinehurst-today-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-0.952	en	https://pinehursttoday.com/	0.2
medinatoday.com	15339145		Medina Today	M	FN	L	https://mediabiasfactcheck.com/medina-today-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://medinatoday.com/	0.2
northmichigannews.com	15325303	2019	North Michigan News	M	FN	L	https://mediabiasfactcheck.com/north-michigan-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://northmichigannews.com/	0.2
portagetimes.com	15295793		Portage Times	M	FN	L	https://mediabiasfactcheck.com/portage-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://portagetimes.com/	0.2
anews-24.com	15265652	2018	American News	VL	FN	L	https://mediabiasfactcheck.com/anews-24-com-american-news/	1				0.2	-1.0	en	https://anews-24.com/	0.0
northcincynews.com	15261068		North Cincy News	M	FN	L	https://mediabiasfactcheck.com/north-cincy-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-0.952	en	https://northcincynews.com/	0.2
